Observer,Date,Site,Depth_m,Genus,Species,Percent_bleached,Percent_VN_dead,Percent_N_dead,Orientation,Note,Habitat,Percent_mortality,SizeStandardized,Percent_healthy,Percent_impact
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,30,70,0,B,NA,OR,70,10-29 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,80,20,0,B,NA,OR,20,30+ cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,80,20,0,B,NA,OR,20,10-29 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,50,50,0,B,NA,OR,50,5-9 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,100,0,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,100,0,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,30,70,0,B,NA,OR,70,30+ cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,5,Acropora,hyacinthus,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,5,Acropora,lutkeni,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,5,Acropora,nasuta,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,globiceps,95,5,0,B,NA,OR,5,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,globiceps,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,globiceps,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,globiceps,95,5,0,B,NA,OR,5,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,globiceps,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,globiceps,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,globiceps,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,0,100,0,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,20,80,0,B,NA,OR,80,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,70,30,0,T,NA,OR,30,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,0,100,0,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,100,0,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,100,0,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER1,10,Acropora,lutkeni,100,0,0,S,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,30,0,0,B,NA,OR,0,10-29 cm,70,30
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,10,90,0,B,NA,OR,90,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,85,15,0,B,NA,OR,15,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,70,30,0,B,NA,OR,30,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,80,20,0,B,NA,OR,20,5-9 cm,0,100
DB,7/9/19,LTER1,10,Acropora,lutkeni,0,100,0,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,10,Acropora,nasuta,100,0,0,B,NA,OR,0,5-9 cm,0,100
DB,7/9/19,LTER1,10,Acropora,retusa,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,retusa,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,10,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,10,Acropora,retusa,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER1,10,Acropora,retusa,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER1,10,Acropora,retusa,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,10,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,10,Acropora,retusa,50,0,0,B,NA,OR,0,10-29 cm,50,50
DB,7/9/19,LTER1,10,Acropora,retusa,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,globiceps,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER1,17,Acropora,globiceps,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,100,0,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,40,0,0,B,NA,OR,0,5-9 cm,60,40
DB,7/9/19,LTER1,17,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,100,0,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER1,17,Acropora,hyacinthus,0,100,0,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,lutkeni,80,15,0,B,NA,OR,15,10-29 cm,5,95
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER1,17,Acropora,lutkeni,30,0,0,B,NA,OR,0,10-29 cm,70,30
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,lutkeni,90,0,0,B,NA,OR,0,30+ cm,10,90
DB,7/9/19,LTER1,17,Acropora,lutkeni,25,0,0,B,NA,OR,0,10-29 cm,75,25
DB,7/9/19,LTER1,17,Acropora,lutkeni,80,0,0,B,NA,OR,0,10-29 cm,20,80
DB,7/9/19,LTER1,17,Acropora,lutkeni,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,lutkeni,90,0,0,B,NA,OR,0,10-29 cm,10,90
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,80,20,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,lutkeni,85,15,0,B,NA,OR,15,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,0,T,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER1,17,Acropora,lutkeni,70,0,0,B,NA,OR,0,30+ cm,30,70
DB,7/9/19,LTER1,17,Acropora,lutkeni,80,0,0,B,NA,OR,0,30+ cm,20,80
DB,7/9/19,LTER1,17,Acropora,lutkeni,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,17,Acropora,nasuta,80,0,0,B,NA,OR,0,10-29 cm,20,80
DB,7/9/19,LTER1,17,Acropora,nasuta,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,80,0,0,B,NA,OR,0,5-9 cm,20,80
DB,7/9/19,LTER1,17,Acropora,retusa,90,0,0,B,NA,OR,0,10-29 cm,10,90
DB,7/9/19,LTER1,17,Acropora,retusa,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,90,5,0,B,NA,OR,5,10-29 cm,5,95
DB,7/9/19,LTER1,17,Acropora,retusa,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,50,0,0,B,NA,OR,0,30+ cm,50,50
DB,7/9/19,LTER1,17,Acropora,retusa,85,0,0,B,NA,OR,0,10-29 cm,15,85
DB,7/9/19,LTER1,17,Acropora,retusa,0,100,0,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,80,20,0,B,NA,OR,20,30+ cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,T,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,30,B,NA,OR,30,10-29 cm,70,30
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,20,0,0,T,NA,OR,0,10-29 cm,80,20
DB,7/9/19,LTER1,17,Acropora,retusa,90,0,0,B,NA,OR,0,10-29 cm,10,90
DB,7/9/19,LTER1,17,Acropora,retusa,90,0,0,S,NA,OR,0,5-9 cm,10,90
DB,7/9/19,LTER1,17,Acropora,retusa,70,0,0,B,NA,OR,0,30+ cm,30,70
DB,7/9/19,LTER1,17,Acropora,retusa,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,70,0,0,B,NA,OR,0,30+ cm,30,70
DB,7/9/19,LTER1,17,Acropora,retusa,90,0,0,B,NA,OR,0,10-29 cm,10,90
DB,7/9/19,LTER1,17,Acropora,retusa,90,0,0,B,NA,OR,0,10-29 cm,10,90
DB,7/9/19,LTER1,17,Acropora,retusa,90,0,0,B,NA,OR,0,10-29 cm,10,90
DB,7/9/19,LTER1,17,Acropora,retusa,20,0,0,B,NA,OR,0,30+ cm,80,20
DB,7/9/19,LTER1,17,Acropora,retusa,80,0,0,B,NA,OR,0,30+ cm,20,80
DB,7/9/19,LTER1,17,Acropora,retusa,90,0,0,S,NA,OR,0,5-9 cm,10,90
DB,7/9/19,LTER1,17,Acropora,retusa,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER1,17,Acropora,retusa,0,0,0,B,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER1,17,Acropora,retusa,80,0,0,B,NA,OR,0,10-29 cm,20,80
DB,7/9/19,LTER1,17,Acropora,retusa,90,0,0,B,NA,OR,0,30+ cm,10,90
DB,7/9/19,LTER1,17,Acropora,shrub,80,15,0,B,called Acropora shrub on datasheet,OR,15,30+ cm,5,95
DB,7/9/19,LTER1,17,Acropora,shrub,90,5,0,B,NA,OR,5,30+ cm,5,95
DB,7/9/19,LTER2,5,Acropora,globiceps,95,5,0,B,NA,OR,5,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,globiceps,80,20,0,B,NA,OR,20,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,globiceps,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,globiceps,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,100,0,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,5,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,90,10,0,B,NA,OR,10,10-29 cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,5,Acropora,hyacinthus,20,80,0,B,NA,OR,80,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,hyacinthus,30,70,0,B,NA,OR,70,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,lutkeni,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,5,Acropora,lutkeni,80,20,0,B,NA,OR,20,10-29 cm,0,100
DB,7/9/19,LTER2,5,Acropora,lutkeni,100,0,0,B,NA,OR,0,5-9 cm,0,100
DB,7/9/19,LTER2,5,Acropora,lutkeni,20,30,50,B,NA,OR,80,30+ cm,0,100
DB,7/9/19,LTER2,5,Acropora,retusa,90,0,0,B,NA,OR,0,30+ cm,10,90
DB,7/9/19,LTER2,10,Acropora,globiceps,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,globiceps,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,globiceps,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,globiceps,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,globiceps,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,globiceps,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,globiceps,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,globiceps,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,10,Acropora,hyacinthus,30,70,0,B,NA,OR,70,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,80,20,0,B,NA,OR,20,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,0,0,100,S,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,85,15,0,B,NA,OR,15,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,lutkeni,0,0,0,S,NA,OR,0,10-29 cm,100,0
DB,7/9/19,LTER2,10,Acropora,lutkeni,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,lutkeni,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,lutkeni,40,10,50,B,NA,OR,60,5-9 cm,0,100
DB,7/9/19,LTER2,10,Acropora,lutkeni,0,100,0,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,lutkeni,40,60,0,S,NA,OR,60,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,lutkeni,50,50,0,B,NA,OR,50,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,lutkeni,0,95,0,B,NA,OR,95,30+ cm,5,95
DB,7/9/19,LTER2,10,Acropora,lutkeni,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,10,Acropora,lutkeni,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,lutkeni,100,0,0,B,NA,OR,0,5-9 cm,0,100
DB,7/9/19,LTER2,10,Acropora,lutkeni,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,5,95,0,B,NA,OR,95,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,0,100,0,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,90,0,0,B,NA,OR,0,30+ cm,10,90
DB,7/9/19,LTER2,10,Acropora,retusa,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,100,0,0,T,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,80,0,0,B,NA,OR,0,30+ cm,20,80
DB,7/9/19,LTER2,10,Acropora,retusa,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,0,0,0,B,NA,OR,0,30+ cm,100,0
DB,7/9/19,LTER2,10,Acropora,retusa,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,80,0,0,B,NA,OR,0,10-29 cm,20,80
DB,7/9/19,LTER2,10,Acropora,retusa,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,0,0,100,B,NA,OR,100,30+ cm,0,100
DB,7/9/19,LTER2,10,Acropora,retusa,90,0,0,B,NA,OR,0,30+ cm,10,90
DB,7/9/19,LTER2,10,Acropora,retusa,30,0,0,B,NA,OR,0,30+ cm,70,30
DB,7/9/19,LTER2,17,Acropora,hyacinthus,95,5,0,B,NA,OR,5,30+ cm,0,100
DB,7/9/19,LTER2,17,Acropora,hyacinthus,10,90,0,B,NA,OR,90,10-29 cm,0,100
DB,7/9/19,LTER2,17,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,17,Acropora,hyacinthus,0,0,100,B,NA,OR,100,5-9 cm,0,100
DB,7/9/19,LTER2,17,Acropora,hyacinthus,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,17,Acropora,lutkeni,100,0,0,B,NA,OR,0,10-29 cm,0,100
DB,7/9/19,LTER2,17,Acropora,globiceps,70,0,0,B,NA,OR,0,5-9 cm,30,70
DB,7/9/19,LTER2,17,Acropora,lutkeni,10,80,10,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,17,Acropora,globiceps,0,0,100,B,NA,OR,100,10-29 cm,0,100
DB,7/9/19,LTER2,17,Acropora,lutkeni,95,5,0,B,NA,OR,5,10-29 cm,0,100
DB,7/9/19,LTER2,17,Acropora,retusa,70,0,0,B,NA,OR,0,10-29 cm,30,70
DB,7/9/19,LTER2,17,Acropora,retusa,80,0,0,B,NA,OR,0,10-29 cm,20,80
DB,7/9/19,LTER2,17,Acropora,retusa,90,0,0,B,NA,OR,0,10-29 cm,10,90
DB,7/9/19,LTER2,17,Acropora,retusa,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,17,Acropora,retusa,0,0,0,B,NA,OR,0,5-9 cm,100,0
DB,7/9/19,LTER2,17,Acropora,retusa,20,0,0,B,NA,OR,0,30+ cm,80,20
DB,7/9/19,LTER2,17,Acropora,retusa,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,17,Acropora,retusa,70,0,0,B,NA,OR,0,10-29 cm,30,70
DB,7/9/19,LTER2,17,Acropora,retusa,10,90,0,B,NA,OR,90,30+ cm,0,100
DB,7/9/19,LTER2,17,Acropora,retusa,100,0,0,B,NA,OR,0,30+ cm,0,100
DB,7/9/19,LTER2,17,Acropora,retusa,80,0,0,B,NA,OR,0,10-29 cm,20,80
DB,7/9/19,LTER2,17,Acropora,retusa,50,0,0,T,NA,OR,0,10-29 cm,50,50
DB,7/9/19,LTER2,17,Acropora,retusa,10,70,20,B,NA,OR,90,10-29 cm,0,100
